"","sample","probe","value","type"
"3103","TCGA-EE-A3J3-06","StromalScore.estimate",327.533053773286,"estimate"
"3104","TCGA-EE-A3J3-06","ImmuneScore.estimate",347.204682613251,"estimate"
"3105","TCGA-EE-A3J3-06","ESTIMATEScore.estimate",674.737736386538,"estimate"
"3106","TCGA-EE-A3J4-06","StromalScore.estimate",-514.959224026365,"estimate"
"3107","TCGA-EE-A3J4-06","ImmuneScore.estimate",-45.9941644475395,"estimate"
"3108","TCGA-EE-A3J4-06","ESTIMATEScore.estimate",-560.953388473904,"estimate"
"3109","TCGA-EE-A3J5-06","StromalScore.estimate",-13.9564930917699,"estimate"
"3110","TCGA-EE-A3J5-06","ImmuneScore.estimate",910.499849206741,"estimate"
"3111","TCGA-EE-A3J5-06","ESTIMATEScore.estimate",896.543356114972,"estimate"
"3112","TCGA-EE-A3J7-06","StromalScore.estimate",-1275.29185588951,"estimate"
"3113","TCGA-EE-A3J7-06","ImmuneScore.estimate",-720.151582344749,"estimate"
"3114","TCGA-EE-A3J7-06","ESTIMATEScore.estimate",-1995.44343823426,"estimate"
"3115","TCGA-EE-A3J8-06","StromalScore.estimate",-1381.31170530744,"estimate"
"3116","TCGA-EE-A3J8-06","ImmuneScore.estimate",-1288.87773906328,"estimate"
"3117","TCGA-EE-A3J8-06","ESTIMATEScore.estimate",-2670.18944437072,"estimate"
"3118","TCGA-EE-A3JA-06","StromalScore.estimate",49.0711980151352,"estimate"
"3119","TCGA-EE-A3JA-06","ImmuneScore.estimate",879.533742025666,"estimate"
"3120","TCGA-EE-A3JA-06","ESTIMATEScore.estimate",928.604940040801,"estimate"
"3121","TCGA-EE-A3JB-06","StromalScore.estimate",348.754399770284,"estimate"
"3122","TCGA-EE-A3JB-06","ImmuneScore.estimate",624.795911380435,"estimate"
"3123","TCGA-EE-A3JB-06","ESTIMATEScore.estimate",973.550311150719,"estimate"
"3124","TCGA-EE-A3JD-06","StromalScore.estimate",172.541265369538,"estimate"
"3125","TCGA-EE-A3JD-06","ImmuneScore.estimate",2556.34141783613,"estimate"
"3126","TCGA-EE-A3JD-06","ESTIMATEScore.estimate",2728.88268320567,"estimate"
"3127","TCGA-EE-A3JE-06","StromalScore.estimate",1458.13868941156,"estimate"
"3128","TCGA-EE-A3JE-06","ImmuneScore.estimate",2567.98888978815,"estimate"
"3129","TCGA-EE-A3JE-06","ESTIMATEScore.estimate",4026.12757919971,"estimate"
"3130","TCGA-EE-A3JH-06","StromalScore.estimate",793.714022561051,"estimate"
"3131","TCGA-EE-A3JH-06","ImmuneScore.estimate",2913.21652039415,"estimate"
"3132","TCGA-EE-A3JH-06","ESTIMATEScore.estimate",3706.9305429552,"estimate"
"3133","TCGA-EE-A3JI-06","StromalScore.estimate",-1104.66153245214,"estimate"
"3134","TCGA-EE-A3JI-06","ImmuneScore.estimate",-71.9593651529974,"estimate"
"3135","TCGA-EE-A3JI-06","ESTIMATEScore.estimate",-1176.62089760514,"estimate"
"3136","TCGA-ER-A193-06","StromalScore.estimate",459.464819265037,"estimate"
"3137","TCGA-ER-A193-06","ImmuneScore.estimate",1201.88883725005,"estimate"
"3138","TCGA-ER-A193-06","ESTIMATEScore.estimate",1661.35365651509,"estimate"
"3139","TCGA-ER-A194-01","StromalScore.estimate",-45.1782983511996,"estimate"
"3140","TCGA-ER-A194-01","ImmuneScore.estimate",1117.62828174034,"estimate"
"3141","TCGA-ER-A194-01","ESTIMATEScore.estimate",1072.44998338914,"estimate"
"3142","TCGA-ER-A195-06","StromalScore.estimate",997.636526171268,"estimate"
"3143","TCGA-ER-A195-06","ImmuneScore.estimate",1572.01722827742,"estimate"
"3144","TCGA-ER-A195-06","ESTIMATEScore.estimate",2569.65375444869,"estimate"
"3145","TCGA-ER-A196-01","StromalScore.estimate",-645.947297636318,"estimate"
"3146","TCGA-ER-A196-01","ImmuneScore.estimate",-174.35277407171,"estimate"
"3147","TCGA-ER-A196-01","ESTIMATEScore.estimate",-820.300071708028,"estimate"
"3148","TCGA-ER-A197-06","StromalScore.estimate",251.458431575765,"estimate"
"3149","TCGA-ER-A197-06","ImmuneScore.estimate",1751.33817157721,"estimate"
"3150","TCGA-ER-A197-06","ESTIMATEScore.estimate",2002.79660315297,"estimate"
"3151","TCGA-ER-A198-06","StromalScore.estimate",-584.086078367171,"estimate"
"3152","TCGA-ER-A198-06","ImmuneScore.estimate",704.133290343323,"estimate"
"3153","TCGA-ER-A198-06","ESTIMATEScore.estimate",120.047211976152,"estimate"
"3154","TCGA-ER-A199-06","StromalScore.estimate",-333.098689657709,"estimate"
"3155","TCGA-ER-A199-06","ImmuneScore.estimate",2074.54296454628,"estimate"
"3156","TCGA-ER-A199-06","ESTIMATEScore.estimate",1741.44427488858,"estimate"
"3157","TCGA-ER-A19A-06","StromalScore.estimate",1728.46247166248,"estimate"
"3158","TCGA-ER-A19A-06","ImmuneScore.estimate",2844.06373471478,"estimate"
"3159","TCGA-ER-A19A-06","ESTIMATEScore.estimate",4572.52620637726,"estimate"
"3160","TCGA-ER-A19B-06","StromalScore.estimate",-551.16881032007,"estimate"
"3161","TCGA-ER-A19B-06","ImmuneScore.estimate",-355.650875630256,"estimate"
"3162","TCGA-ER-A19B-06","ESTIMATEScore.estimate",-906.819685950326,"estimate"
"3163","TCGA-ER-A19C-06","StromalScore.estimate",-260.528361173288,"estimate"
"3164","TCGA-ER-A19C-06","ImmuneScore.estimate",-289.057147449247,"estimate"
"3165","TCGA-ER-A19C-06","ESTIMATEScore.estimate",-549.585508622535,"estimate"
"3166","TCGA-ER-A19D-06","StromalScore.estimate",1111.87885135107,"estimate"
"3167","TCGA-ER-A19D-06","ImmuneScore.estimate",875.463163396242,"estimate"
"3168","TCGA-ER-A19D-06","ESTIMATEScore.estimate",1987.34201474731,"estimate"
"3169","TCGA-ER-A19E-06","StromalScore.estimate",-400.911957992412,"estimate"
"3170","TCGA-ER-A19E-06","ImmuneScore.estimate",-262.327456114944,"estimate"
"3171","TCGA-ER-A19E-06","ESTIMATEScore.estimate",-663.239414107356,"estimate"
"3172","TCGA-ER-A19F-06","StromalScore.estimate",-859.79441125262,"estimate"
"3173","TCGA-ER-A19F-06","ImmuneScore.estimate",-212.105269576674,"estimate"
"3174","TCGA-ER-A19F-06","ESTIMATEScore.estimate",-1071.89968082929,"estimate"
"3175","TCGA-ER-A19G-06","StromalScore.estimate",-309.641627596147,"estimate"
"3176","TCGA-ER-A19G-06","ImmuneScore.estimate",1333.14256869552,"estimate"
"3177","TCGA-ER-A19G-06","ESTIMATEScore.estimate",1023.50094109938,"estimate"
"3178","TCGA-ER-A19H-06","StromalScore.estimate",169.765238428727,"estimate"
"3179","TCGA-ER-A19H-06","ImmuneScore.estimate",597.84653262166,"estimate"
"3180","TCGA-ER-A19H-06","ESTIMATEScore.estimate",767.611771050387,"estimate"
"3181","TCGA-ER-A19J-06","StromalScore.estimate",203.297528609166,"estimate"
"3182","TCGA-ER-A19J-06","ImmuneScore.estimate",-150.670082874013,"estimate"
"3183","TCGA-ER-A19J-06","ESTIMATEScore.estimate",52.6274457351534,"estimate"
"3184","TCGA-ER-A19K-01","StromalScore.estimate",-810.461087730327,"estimate"
"3185","TCGA-ER-A19K-01","ImmuneScore.estimate",157.647166938186,"estimate"
"3186","TCGA-ER-A19K-01","ESTIMATEScore.estimate",-652.813920792141,"estimate"
"3187","TCGA-ER-A19L-06","StromalScore.estimate",162.270031895201,"estimate"
"3188","TCGA-ER-A19L-06","ImmuneScore.estimate",-389.490687677668,"estimate"
"3189","TCGA-ER-A19L-06","ESTIMATEScore.estimate",-227.220655782467,"estimate"
"3190","TCGA-ER-A19M-06","StromalScore.estimate",396.591317105429,"estimate"
"3191","TCGA-ER-A19M-06","ImmuneScore.estimate",1351.24338866756,"estimate"
"3192","TCGA-ER-A19M-06","ESTIMATEScore.estimate",1747.83470577299,"estimate"
"3193","TCGA-ER-A19N-06","StromalScore.estimate",766.347533714768,"estimate"
"3194","TCGA-ER-A19N-06","ImmuneScore.estimate",2174.43337533935,"estimate"
"3195","TCGA-ER-A19N-06","ESTIMATEScore.estimate",2940.78090905412,"estimate"
"3196","TCGA-ER-A19O-06","StromalScore.estimate",965.841682995916,"estimate"
"3197","TCGA-ER-A19O-06","ImmuneScore.estimate",2346.23381804088,"estimate"
"3198","TCGA-ER-A19O-06","ESTIMATEScore.estimate",3312.07550103679,"estimate"
"3199","TCGA-ER-A19P-06","StromalScore.estimate",651.879254507398,"estimate"
"3200","TCGA-ER-A19P-06","ImmuneScore.estimate",3092.63665074183,"estimate"
"3201","TCGA-ER-A19P-06","ESTIMATEScore.estimate",3744.51590524923,"estimate"
"3202","TCGA-ER-A19Q-06","StromalScore.estimate",389.745244536736,"estimate"
"3203","TCGA-ER-A19Q-06","ImmuneScore.estimate",1519.5881128029,"estimate"
"3204","TCGA-ER-A19Q-06","ESTIMATEScore.estimate",1909.33335733964,"estimate"
"3205","TCGA-ER-A19S-06","StromalScore.estimate",-25.1946950234825,"estimate"
"3206","TCGA-ER-A19S-06","ImmuneScore.estimate",2642.64139020501,"estimate"
"3207","TCGA-ER-A19S-06","ESTIMATEScore.estimate",2617.44669518153,"estimate"
"3208","TCGA-ER-A19T-01","StromalScore.estimate",-784.648353359868,"estimate"
"3209","TCGA-ER-A19T-01","ImmuneScore.estimate",-1379.99128869722,"estimate"
"3210","TCGA-ER-A19T-01","ESTIMATEScore.estimate",-2164.63964205709,"estimate"
"3211","TCGA-ER-A19T-06","StromalScore.estimate",-274.193362323203,"estimate"
"3212","TCGA-ER-A19T-06","ImmuneScore.estimate",579.887930698339,"estimate"
"3213","TCGA-ER-A19T-06","ESTIMATEScore.estimate",305.694568375135,"estimate"
"3214","TCGA-ER-A19W-06","StromalScore.estimate",414.840127393135,"estimate"
"3215","TCGA-ER-A19W-06","ImmuneScore.estimate",2654.23367372542,"estimate"
"3216","TCGA-ER-A19W-06","ESTIMATEScore.estimate",3069.07380111855,"estimate"
"3217","TCGA-ER-A1A1-06","StromalScore.estimate",194.714058775781,"estimate"
"3218","TCGA-ER-A1A1-06","ImmuneScore.estimate",3007.81583178603,"estimate"
"3219","TCGA-ER-A1A1-06","ESTIMATEScore.estimate",3202.52989056181,"estimate"
"3220","TCGA-ER-A2NB-01","StromalScore.estimate",-390.538818280401,"estimate"
"3221","TCGA-ER-A2NB-01","ImmuneScore.estimate",1256.66240438636,"estimate"
"3222","TCGA-ER-A2NB-01","ESTIMATEScore.estimate",866.123586105961,"estimate"
"3223","TCGA-ER-A2NC-06","StromalScore.estimate",750.464540542247,"estimate"
"3224","TCGA-ER-A2NC-06","ImmuneScore.estimate",971.407003070096,"estimate"
"3225","TCGA-ER-A2NC-06","ESTIMATEScore.estimate",1721.87154361234,"estimate"
"3226","TCGA-ER-A2ND-06","StromalScore.estimate",-1070.90694951759,"estimate"
"3227","TCGA-ER-A2ND-06","ImmuneScore.estimate",-2.36438255901416,"estimate"
"3228","TCGA-ER-A2ND-06","ESTIMATEScore.estimate",-1073.2713320766,"estimate"
"3229","TCGA-ER-A2NE-06","StromalScore.estimate",-1618.19136595937,"estimate"
"3230","TCGA-ER-A2NE-06","ImmuneScore.estimate",-910.82099012637,"estimate"
"3231","TCGA-ER-A2NE-06","ESTIMATEScore.estimate",-2529.01235608574,"estimate"
"3232","TCGA-ER-A2NF-01","StromalScore.estimate",335.774692622276,"estimate"
"3233","TCGA-ER-A2NF-01","ImmuneScore.estimate",813.482681465043,"estimate"
"3234","TCGA-ER-A2NF-01","ESTIMATEScore.estimate",1149.25737408732,"estimate"
"3235","TCGA-ER-A2NF-06","StromalScore.estimate",-1078.21912373048,"estimate"
"3236","TCGA-ER-A2NF-06","ImmuneScore.estimate",350.173818343789,"estimate"
"3237","TCGA-ER-A2NF-06","ESTIMATEScore.estimate",-728.045305386694,"estimate"
"3238","TCGA-ER-A2NG-06","StromalScore.estimate",-144.482265661421,"estimate"
"3239","TCGA-ER-A2NG-06","ImmuneScore.estimate",2031.85883352991,"estimate"
"3240","TCGA-ER-A2NG-06","ESTIMATEScore.estimate",1887.37656786849,"estimate"
"3241","TCGA-ER-A2NH-06","StromalScore.estimate",590.04227805307,"estimate"
"3242","TCGA-ER-A2NH-06","ImmuneScore.estimate",2595.10023261208,"estimate"
"3243","TCGA-ER-A2NH-06","ESTIMATEScore.estimate",3185.14251066515,"estimate"
"3244","TCGA-ER-A3ES-06","StromalScore.estimate",-1390.8098698511,"estimate"
"3245","TCGA-ER-A3ES-06","ImmuneScore.estimate",-1473.91648989051,"estimate"
"3246","TCGA-ER-A3ES-06","ESTIMATEScore.estimate",-2864.72635974161,"estimate"
"3247","TCGA-ER-A3ET-06","StromalScore.estimate",532.408792353843,"estimate"
"3248","TCGA-ER-A3ET-06","ImmuneScore.estimate",744.86655598879,"estimate"
"3249","TCGA-ER-A3ET-06","ESTIMATEScore.estimate",1277.27534834263,"estimate"
"3250","TCGA-ER-A3EV-06","StromalScore.estimate",-688.792190729011,"estimate"
"3251","TCGA-ER-A3EV-06","ImmuneScore.estimate",124.079709252694,"estimate"
"3252","TCGA-ER-A3EV-06","ESTIMATEScore.estimate",-564.712481476317,"estimate"
"3253","TCGA-ER-A3PL-06","StromalScore.estimate",114.724129483112,"estimate"
"3254","TCGA-ER-A3PL-06","ImmuneScore.estimate",-192.489936220616,"estimate"
"3255","TCGA-ER-A3PL-06","ESTIMATEScore.estimate",-77.7658067375036,"estimate"
"3256","TCGA-ER-A42H-01","StromalScore.estimate",-301.624708694756,"estimate"
"3257","TCGA-ER-A42H-01","ImmuneScore.estimate",-640.732251133935,"estimate"
"3258","TCGA-ER-A42H-01","ESTIMATEScore.estimate",-942.356959828691,"estimate"
"3259","TCGA-ER-A42K-06","StromalScore.estimate",-572.89771395389,"estimate"
"3260","TCGA-ER-A42K-06","ImmuneScore.estimate",-398.158620930537,"estimate"
"3261","TCGA-ER-A42K-06","ESTIMATEScore.estimate",-971.056334884427,"estimate"
"3262","TCGA-ER-A42L-06","StromalScore.estimate",545.496595493042,"estimate"
"3263","TCGA-ER-A42L-06","ImmuneScore.estimate",2300.2043414093,"estimate"
"3264","TCGA-ER-A42L-06","ESTIMATEScore.estimate",2845.70093690234,"estimate"
"3265","TCGA-FR-A2OS-01","StromalScore.estimate",-651.416606053825,"estimate"
"3266","TCGA-FR-A2OS-01","ImmuneScore.estimate",-527.27109247153,"estimate"
"3267","TCGA-FR-A2OS-01","ESTIMATEScore.estimate",-1178.68769852535,"estimate"
"3268","TCGA-FR-A3R1-01","StromalScore.estimate",-774.973661507953,"estimate"
"3269","TCGA-FR-A3R1-01","ImmuneScore.estimate",161.667967246779,"estimate"
"3270","TCGA-FR-A3R1-01","ESTIMATEScore.estimate",-613.305694261174,"estimate"
"3271","TCGA-FR-A3YN-06","StromalScore.estimate",-826.395999532606,"estimate"
"3272","TCGA-FR-A3YN-06","ImmuneScore.estimate",398.378874964901,"estimate"
"3273","TCGA-FR-A3YN-06","ESTIMATEScore.estimate",-428.017124567706,"estimate"
"3274","TCGA-FR-A3YO-06","StromalScore.estimate",-293.641009729466,"estimate"
"3275","TCGA-FR-A3YO-06","ImmuneScore.estimate",457.708843261139,"estimate"
"3276","TCGA-FR-A3YO-06","ESTIMATEScore.estimate",164.067833531673,"estimate"
"3277","TCGA-FR-A44A-06","StromalScore.estimate",316.260969357322,"estimate"
"3278","TCGA-FR-A44A-06","ImmuneScore.estimate",2543.03446448702,"estimate"
"3279","TCGA-FR-A44A-06","ESTIMATEScore.estimate",2859.29543384434,"estimate"
"3280","TCGA-FR-A69P-06","StromalScore.estimate",59.8573558553549,"estimate"
"3281","TCGA-FR-A69P-06","ImmuneScore.estimate",-586.84741486959,"estimate"
"3282","TCGA-FR-A69P-06","ESTIMATEScore.estimate",-526.990059014235,"estimate"
"3283","TCGA-FR-A726-01","StromalScore.estimate",-819.120564941366,"estimate"
"3284","TCGA-FR-A726-01","ImmuneScore.estimate",-657.295862700881,"estimate"
"3285","TCGA-FR-A726-01","ESTIMATEScore.estimate",-1476.41642764225,"estimate"
"3286","TCGA-FR-A728-01","StromalScore.estimate",-93.0080267657047,"estimate"
"3287","TCGA-FR-A728-01","ImmuneScore.estimate",1304.31256276159,"estimate"
"3288","TCGA-FR-A728-01","ESTIMATEScore.estimate",1211.30453599589,"estimate"
"3289","TCGA-FR-A729-06","StromalScore.estimate",-151.654085251519,"estimate"
"3290","TCGA-FR-A729-06","ImmuneScore.estimate",1912.89312455173,"estimate"
"3291","TCGA-FR-A729-06","ESTIMATEScore.estimate",1761.23903930021,"estimate"
"3292","TCGA-FR-A7U8-06","StromalScore.estimate",-1206.19235443711,"estimate"
"3293","TCGA-FR-A7U8-06","ImmuneScore.estimate",-798.300359640267,"estimate"
"3294","TCGA-FR-A7U8-06","ESTIMATEScore.estimate",-2004.49271407738,"estimate"
"3295","TCGA-FR-A7U9-06","StromalScore.estimate",762.983000109939,"estimate"
"3296","TCGA-FR-A7U9-06","ImmuneScore.estimate",1482.91233810658,"estimate"
"3297","TCGA-FR-A7U9-06","ESTIMATEScore.estimate",2245.89533821652,"estimate"
"3298","TCGA-FR-A7UA-06","StromalScore.estimate",672.561977687069,"estimate"
"3299","TCGA-FR-A7UA-06","ImmuneScore.estimate",3442.37298600048,"estimate"
"3300","TCGA-FR-A7UA-06","ESTIMATEScore.estimate",4114.93496368754,"estimate"
"3301","TCGA-FR-A8YC-06","StromalScore.estimate",-1121.98007105579,"estimate"
"3302","TCGA-FR-A8YC-06","ImmuneScore.estimate",6.06140488815519,"estimate"
"3303","TCGA-FR-A8YC-06","ESTIMATEScore.estimate",-1115.91866616763,"estimate"
"3304","TCGA-FR-A8YD-06","StromalScore.estimate",-1150.64966757681,"estimate"
"3305","TCGA-FR-A8YD-06","ImmuneScore.estimate",-244.89138949792,"estimate"
"3306","TCGA-FR-A8YD-06","ESTIMATEScore.estimate",-1395.54105707473,"estimate"
"3307","TCGA-FR-A8YE-06","StromalScore.estimate",496.75163363571,"estimate"
"3308","TCGA-FR-A8YE-06","ImmuneScore.estimate",2529.80741626946,"estimate"
"3309","TCGA-FR-A8YE-06","ESTIMATEScore.estimate",3026.55904990517,"estimate"
"3310","TCGA-FS-A1YW-06","StromalScore.estimate",-783.706288455974,"estimate"
"3311","TCGA-FS-A1YW-06","ImmuneScore.estimate",-306.428645015721,"estimate"
"3312","TCGA-FS-A1YW-06","ESTIMATEScore.estimate",-1090.1349334717,"estimate"
"3313","TCGA-FS-A1YX-06","StromalScore.estimate",39.5554888953606,"estimate"
"3314","TCGA-FS-A1YX-06","ImmuneScore.estimate",-44.6016971404418,"estimate"
"3315","TCGA-FS-A1YX-06","ESTIMATEScore.estimate",-5.04620824508117,"estimate"
"3316","TCGA-FS-A1YY-06","StromalScore.estimate",105.024123849358,"estimate"
"3317","TCGA-FS-A1YY-06","ImmuneScore.estimate",-430.481572432892,"estimate"
"3318","TCGA-FS-A1YY-06","ESTIMATEScore.estimate",-325.457448583534,"estimate"
"3319","TCGA-FS-A1Z0-06","StromalScore.estimate",-126.950359443081,"estimate"
"3320","TCGA-FS-A1Z0-06","ImmuneScore.estimate",1167.4438231257,"estimate"
"3321","TCGA-FS-A1Z0-06","ESTIMATEScore.estimate",1040.49346368262,"estimate"
"3322","TCGA-FS-A1Z3-06","StromalScore.estimate",-634.797213985992,"estimate"
"3323","TCGA-FS-A1Z3-06","ImmuneScore.estimate",-548.983903164974,"estimate"
"3324","TCGA-FS-A1Z3-06","ESTIMATEScore.estimate",-1183.78111715097,"estimate"
"3325","TCGA-FS-A1Z4-06","StromalScore.estimate",144.057244613568,"estimate"
"3326","TCGA-FS-A1Z4-06","ImmuneScore.estimate",1924.46193558217,"estimate"
"3327","TCGA-FS-A1Z4-06","ESTIMATEScore.estimate",2068.51918019574,"estimate"
"3328","TCGA-FS-A1Z7-06","StromalScore.estimate",942.801288040087,"estimate"
"3329","TCGA-FS-A1Z7-06","ImmuneScore.estimate",374.40901239244,"estimate"
"3330","TCGA-FS-A1Z7-06","ESTIMATEScore.estimate",1317.21030043253,"estimate"
"3331","TCGA-FS-A1ZA-06","StromalScore.estimate",-628.374708891076,"estimate"
"3332","TCGA-FS-A1ZA-06","ImmuneScore.estimate",217.125162779052,"estimate"
"3333","TCGA-FS-A1ZA-06","ESTIMATEScore.estimate",-411.249546112024,"estimate"
"3334","TCGA-FS-A1ZB-06","StromalScore.estimate",767.45763224192,"estimate"
"3335","TCGA-FS-A1ZB-06","ImmuneScore.estimate",1028.86447812623,"estimate"
"3336","TCGA-FS-A1ZB-06","ESTIMATEScore.estimate",1796.32211036815,"estimate"
"3337","TCGA-FS-A1ZC-06","StromalScore.estimate",-757.441462914712,"estimate"
"3338","TCGA-FS-A1ZC-06","ImmuneScore.estimate",-1046.24560619048,"estimate"
"3339","TCGA-FS-A1ZC-06","ESTIMATEScore.estimate",-1803.68706910519,"estimate"
"3340","TCGA-FS-A1ZD-06","StromalScore.estimate",-60.0280427403464,"estimate"
"3341","TCGA-FS-A1ZD-06","ImmuneScore.estimate",-395.090037934556,"estimate"
"3342","TCGA-FS-A1ZD-06","ESTIMATEScore.estimate",-455.118080674903,"estimate"
"3343","TCGA-FS-A1ZE-06","StromalScore.estimate",-698.783891586806,"estimate"
"3344","TCGA-FS-A1ZE-06","ImmuneScore.estimate",-993.25541364633,"estimate"
"3345","TCGA-FS-A1ZE-06","ESTIMATEScore.estimate",-1692.03930523314,"estimate"
"3346","TCGA-FS-A1ZF-06","StromalScore.estimate",-49.8942433054471,"estimate"
"3347","TCGA-FS-A1ZF-06","ImmuneScore.estimate",-726.593338632359,"estimate"
"3348","TCGA-FS-A1ZF-06","ESTIMATEScore.estimate",-776.487581937806,"estimate"
"3349","TCGA-FS-A1ZG-06","StromalScore.estimate",-1262.36211963427,"estimate"
"3350","TCGA-FS-A1ZG-06","ImmuneScore.estimate",-811.529968274044,"estimate"
"3351","TCGA-FS-A1ZG-06","ESTIMATEScore.estimate",-2073.89208790832,"estimate"
"3352","TCGA-FS-A1ZH-06","StromalScore.estimate",820.723068767672,"estimate"
"3353","TCGA-FS-A1ZH-06","ImmuneScore.estimate",1451.02662895777,"estimate"
"3354","TCGA-FS-A1ZH-06","ESTIMATEScore.estimate",2271.74969772544,"estimate"
"3355","TCGA-FS-A1ZJ-06","StromalScore.estimate",-884.179234323832,"estimate"
"3356","TCGA-FS-A1ZJ-06","ImmuneScore.estimate",-402.493252461418,"estimate"
"3357","TCGA-FS-A1ZJ-06","ESTIMATEScore.estimate",-1286.67248678525,"estimate"
"3358","TCGA-FS-A1ZK-06","StromalScore.estimate",-1048.36638816063,"estimate"
"3359","TCGA-FS-A1ZK-06","ImmuneScore.estimate",-1228.9143687928,"estimate"
"3360","TCGA-FS-A1ZK-06","ESTIMATEScore.estimate",-2277.28075695343,"estimate"
"3361","TCGA-FS-A1ZM-06","StromalScore.estimate",632.232421499798,"estimate"
"3362","TCGA-FS-A1ZM-06","ImmuneScore.estimate",1370.33022986216,"estimate"
"3363","TCGA-FS-A1ZM-06","ESTIMATEScore.estimate",2002.56265136196,"estimate"
"3364","TCGA-FS-A1ZN-01","StromalScore.estimate",-1167.96212066166,"estimate"
"3365","TCGA-FS-A1ZN-01","ImmuneScore.estimate",-603.194357135866,"estimate"
"3366","TCGA-FS-A1ZN-01","ESTIMATEScore.estimate",-1771.15647779752,"estimate"
"3367","TCGA-FS-A1ZP-06","StromalScore.estimate",332.038540080687,"estimate"
"3368","TCGA-FS-A1ZP-06","ImmuneScore.estimate",509.873428079175,"estimate"
"3369","TCGA-FS-A1ZP-06","ESTIMATEScore.estimate",841.911968159861,"estimate"
"3370","TCGA-FS-A1ZQ-06","StromalScore.estimate",-855.941395993221,"estimate"
"3371","TCGA-FS-A1ZQ-06","ImmuneScore.estimate",-64.237639377246,"estimate"
"3372","TCGA-FS-A1ZQ-06","ESTIMATEScore.estimate",-920.179035370467,"estimate"
"3373","TCGA-FS-A1ZR-06","StromalScore.estimate",-135.767575953289,"estimate"
"3374","TCGA-FS-A1ZR-06","ImmuneScore.estimate",-104.716118222937,"estimate"
"3375","TCGA-FS-A1ZR-06","ESTIMATEScore.estimate",-240.483694176225,"estimate"
"3376","TCGA-FS-A1ZS-06","StromalScore.estimate",176.568660032131,"estimate"
"3377","TCGA-FS-A1ZS-06","ImmuneScore.estimate",91.9793076439669,"estimate"
"3378","TCGA-FS-A1ZS-06","ESTIMATEScore.estimate",268.547967676098,"estimate"
"3379","TCGA-FS-A1ZT-06","StromalScore.estimate",-179.216466836781,"estimate"
"3380","TCGA-FS-A1ZT-06","ImmuneScore.estimate",978.689393300591,"estimate"
"3381","TCGA-FS-A1ZT-06","ESTIMATEScore.estimate",799.47292646381,"estimate"
"3382","TCGA-FS-A1ZU-06","StromalScore.estimate",-604.062375388393,"estimate"
"3383","TCGA-FS-A1ZU-06","ImmuneScore.estimate",-800.145853531489,"estimate"
"3384","TCGA-FS-A1ZU-06","ESTIMATEScore.estimate",-1404.20822891988,"estimate"
"3385","TCGA-FS-A1ZW-06","StromalScore.estimate",-268.808514682653,"estimate"
"3386","TCGA-FS-A1ZW-06","ImmuneScore.estimate",1342.71761766674,"estimate"
"3387","TCGA-FS-A1ZW-06","ESTIMATEScore.estimate",1073.90910298409,"estimate"
"3388","TCGA-FS-A1ZY-06","StromalScore.estimate",-881.692821612976,"estimate"
"3389","TCGA-FS-A1ZY-06","ImmuneScore.estimate",-1155.91120209178,"estimate"
"3390","TCGA-FS-A1ZY-06","ESTIMATEScore.estimate",-2037.60402370475,"estimate"
"3391","TCGA-FS-A1ZZ-06","StromalScore.estimate",-1297.91363081487,"estimate"
"3392","TCGA-FS-A1ZZ-06","ImmuneScore.estimate",-834.287133449993,"estimate"
"3393","TCGA-FS-A1ZZ-06","ESTIMATEScore.estimate",-2132.20076426486,"estimate"
"3394","TCGA-FS-A4F0-06","StromalScore.estimate",-1455.25723297234,"estimate"
"3395","TCGA-FS-A4F0-06","ImmuneScore.estimate",-887.656661088696,"estimate"
"3396","TCGA-FS-A4F0-06","ESTIMATEScore.estimate",-2342.91389406104,"estimate"
"3397","TCGA-FS-A4F2-06","StromalScore.estimate",-771.504645320075,"estimate"
"3398","TCGA-FS-A4F2-06","ImmuneScore.estimate",-80.0334766112443,"estimate"
"3399","TCGA-FS-A4F2-06","ESTIMATEScore.estimate",-851.538121931319,"estimate"
"3400","TCGA-FS-A4F4-06","StromalScore.estimate",386.568035498183,"estimate"
"3401","TCGA-FS-A4F4-06","ImmuneScore.estimate",762.810860397742,"estimate"
"3402","TCGA-FS-A4F4-06","ESTIMATEScore.estimate",1149.37889589592,"estimate"
"3403","TCGA-FS-A4F5-06","StromalScore.estimate",-854.162036899215,"estimate"
"3404","TCGA-FS-A4F5-06","ImmuneScore.estimate",-512.074421900356,"estimate"
"3405","TCGA-FS-A4F5-06","ESTIMATEScore.estimate",-1366.23645879957,"estimate"
"3406","TCGA-FS-A4F8-06","StromalScore.estimate",764.057453968652,"estimate"
"3407","TCGA-FS-A4F8-06","ImmuneScore.estimate",2214.86113412141,"estimate"
"3408","TCGA-FS-A4F8-06","ESTIMATEScore.estimate",2978.91858809006,"estimate"
"3409","TCGA-FS-A4F9-06","StromalScore.estimate",-1227.39135703156,"estimate"
"3410","TCGA-FS-A4F9-06","ImmuneScore.estimate",-491.58525101872,"estimate"
"3411","TCGA-FS-A4F9-06","ESTIMATEScore.estimate",-1718.97660805028,"estimate"
"3412","TCGA-FS-A4FB-06","StromalScore.estimate",-718.825301555408,"estimate"
"3413","TCGA-FS-A4FB-06","ImmuneScore.estimate",-973.017127204781,"estimate"
"3414","TCGA-FS-A4FB-06","ESTIMATEScore.estimate",-1691.84242876019,"estimate"
