"","sample","probe","value","type"
"12617","TCGA-90-A4EE-01","ImmuneScore.estimate",2288.20266687838,"estimate"
"12618","TCGA-90-A4EE-01","ESTIMATEScore.estimate",2882.92050633319,"estimate"
"12619","TCGA-90-A59Q-01","StromalScore.estimate",222.809990085122,"estimate"
"12620","TCGA-90-A59Q-01","ImmuneScore.estimate",1940.06909460199,"estimate"
"12621","TCGA-90-A59Q-01","ESTIMATEScore.estimate",2162.87908468711,"estimate"
"12622","TCGA-92-7340-01","StromalScore.estimate",1096.34517317153,"estimate"
"12623","TCGA-92-7340-01","ImmuneScore.estimate",879.789932699155,"estimate"
"12624","TCGA-92-7340-01","ESTIMATEScore.estimate",1976.13510587069,"estimate"
"12625","TCGA-92-7340-11","StromalScore.estimate",996.810215862248,"estimate"
"12626","TCGA-92-7340-11","ImmuneScore.estimate",2016.18611096664,"estimate"
"12627","TCGA-92-7340-11","ESTIMATEScore.estimate",3012.99632682889,"estimate"
"12628","TCGA-92-7341-01","StromalScore.estimate",32.0394709143202,"estimate"
"12629","TCGA-92-7341-01","ImmuneScore.estimate",-81.8810001226632,"estimate"
"12630","TCGA-92-7341-01","ESTIMATEScore.estimate",-49.841529208343,"estimate"
"12631","TCGA-92-8063-01","StromalScore.estimate",-220.25689642402,"estimate"
"12632","TCGA-92-8063-01","ImmuneScore.estimate",92.3820907265304,"estimate"
"12633","TCGA-92-8063-01","ESTIMATEScore.estimate",-127.87480569749,"estimate"
"12634","TCGA-92-8064-01","StromalScore.estimate",571.34728105696,"estimate"
"12635","TCGA-92-8064-01","ImmuneScore.estimate",1736.03083236078,"estimate"
"12636","TCGA-92-8064-01","ESTIMATEScore.estimate",2307.37811341774,"estimate"
"12637","TCGA-92-8065-01","StromalScore.estimate",-197.577082989678,"estimate"
"12638","TCGA-92-8065-01","ImmuneScore.estimate",1106.88784280812,"estimate"
"12639","TCGA-92-8065-01","ESTIMATEScore.estimate",909.310759818442,"estimate"
"12640","TCGA-94-7033-01","StromalScore.estimate",-1703.05500400595,"estimate"
"12641","TCGA-94-7033-01","ImmuneScore.estimate",-225.790846317368,"estimate"
"12642","TCGA-94-7033-01","ESTIMATEScore.estimate",-1928.84585032332,"estimate"
"12643","TCGA-94-7557-01","StromalScore.estimate",-381.624068366769,"estimate"
"12644","TCGA-94-7557-01","ImmuneScore.estimate",146.595838774999,"estimate"
"12645","TCGA-94-7557-01","ESTIMATEScore.estimate",-235.02822959177,"estimate"
"12646","TCGA-94-7943-01","StromalScore.estimate",-853.373463800442,"estimate"
"12647","TCGA-94-7943-01","ImmuneScore.estimate",97.7102055954884,"estimate"
"12648","TCGA-94-7943-01","ESTIMATEScore.estimate",-755.663258204953,"estimate"
"12649","TCGA-94-8035-01","StromalScore.estimate",-1329.81233822652,"estimate"
"12650","TCGA-94-8035-01","ImmuneScore.estimate",-405.16295662983,"estimate"
"12651","TCGA-94-8035-01","ESTIMATEScore.estimate",-1734.97529485635,"estimate"
"12652","TCGA-94-8490-01","StromalScore.estimate",-1466.22839973473,"estimate"
"12653","TCGA-94-8490-01","ImmuneScore.estimate",-809.691412062712,"estimate"
"12654","TCGA-94-8490-01","ESTIMATEScore.estimate",-2275.91981179744,"estimate"
"12655","TCGA-94-8491-01","StromalScore.estimate",-881.985581933865,"estimate"
"12656","TCGA-94-8491-01","ImmuneScore.estimate",727.035281970151,"estimate"
"12657","TCGA-94-8491-01","ESTIMATEScore.estimate",-154.950299963714,"estimate"
"12658","TCGA-94-A4VJ-01","StromalScore.estimate",-452.450512909055,"estimate"
"12659","TCGA-94-A4VJ-01","ImmuneScore.estimate",202.970317689618,"estimate"
"12660","TCGA-94-A4VJ-01","ESTIMATEScore.estimate",-249.480195219437,"estimate"
"12661","TCGA-94-A5I4-01","StromalScore.estimate",-1067.79878675388,"estimate"
"12662","TCGA-94-A5I4-01","ImmuneScore.estimate",-353.760798208629,"estimate"
"12663","TCGA-94-A5I4-01","ESTIMATEScore.estimate",-1421.55958496251,"estimate"
"12664","TCGA-94-A5I6-01","StromalScore.estimate",-632.625904517473,"estimate"
"12665","TCGA-94-A5I6-01","ImmuneScore.estimate",-420.660345855462,"estimate"
"12666","TCGA-94-A5I6-01","ESTIMATEScore.estimate",-1053.28625037293,"estimate"
"12667","TCGA-96-7544-01","StromalScore.estimate",848.964586558999,"estimate"
"12668","TCGA-96-7544-01","ImmuneScore.estimate",802.538655954827,"estimate"
"12669","TCGA-96-7544-01","ESTIMATEScore.estimate",1651.50324251383,"estimate"
"12670","TCGA-96-7545-01","StromalScore.estimate",327.786408350822,"estimate"
"12671","TCGA-96-7545-01","ImmuneScore.estimate",1072.44965099134,"estimate"
"12672","TCGA-96-7545-01","ESTIMATEScore.estimate",1400.23605934216,"estimate"
"12673","TCGA-96-8169-01","StromalScore.estimate",-136.748572708901,"estimate"
"12674","TCGA-96-8169-01","ImmuneScore.estimate",582.69931351799,"estimate"
"12675","TCGA-96-8169-01","ESTIMATEScore.estimate",445.950740809089,"estimate"
"12676","TCGA-96-8170-01","StromalScore.estimate",-283.228605498959,"estimate"
"12677","TCGA-96-8170-01","ImmuneScore.estimate",603.845309317529,"estimate"
"12678","TCGA-96-8170-01","ESTIMATEScore.estimate",320.61670381857,"estimate"
"12679","TCGA-96-A4JK-01","StromalScore.estimate",-515.713457960451,"estimate"
"12680","TCGA-96-A4JK-01","ImmuneScore.estimate",262.06430682664,"estimate"
"12681","TCGA-96-A4JK-01","ESTIMATEScore.estimate",-253.649151133811,"estimate"
"12682","TCGA-96-A4JL-01","StromalScore.estimate",313.020612913338,"estimate"
"12683","TCGA-96-A4JL-01","ImmuneScore.estimate",2022.25542148926,"estimate"
"12684","TCGA-96-A4JL-01","ESTIMATEScore.estimate",2335.2760344026,"estimate"
"12685","TCGA-98-7454-01","StromalScore.estimate",1544.82073687773,"estimate"
"12686","TCGA-98-7454-01","ImmuneScore.estimate",2020.68755584805,"estimate"
"12687","TCGA-98-7454-01","ESTIMATEScore.estimate",3565.50829272579,"estimate"
"12688","TCGA-98-8020-01","StromalScore.estimate",313.282825004765,"estimate"
"12689","TCGA-98-8020-01","ImmuneScore.estimate",715.835709953633,"estimate"
"12690","TCGA-98-8020-01","ESTIMATEScore.estimate",1029.1185349584,"estimate"
"12691","TCGA-98-8021-01","StromalScore.estimate",-125.724332658403,"estimate"
"12692","TCGA-98-8021-01","ImmuneScore.estimate",-172.350003507496,"estimate"
"12693","TCGA-98-8021-01","ESTIMATEScore.estimate",-298.074336165899,"estimate"
"12694","TCGA-98-8022-01","StromalScore.estimate",-112.564967501766,"estimate"
"12695","TCGA-98-8022-01","ImmuneScore.estimate",882.388424535538,"estimate"
"12696","TCGA-98-8022-01","ESTIMATEScore.estimate",769.823457033772,"estimate"
"12697","TCGA-98-8023-01","StromalScore.estimate",594.112457673327,"estimate"
"12698","TCGA-98-8023-01","ImmuneScore.estimate",1339.37584547955,"estimate"
"12699","TCGA-98-8023-01","ESTIMATEScore.estimate",1933.48830315288,"estimate"
"12700","TCGA-98-A538-01","StromalScore.estimate",-427.74427124811,"estimate"
"12701","TCGA-98-A538-01","ImmuneScore.estimate",196.583390095455,"estimate"
"12702","TCGA-98-A538-01","ESTIMATEScore.estimate",-231.160881152655,"estimate"
"12703","TCGA-98-A539-01","StromalScore.estimate",-395.918752762815,"estimate"
"12704","TCGA-98-A539-01","ImmuneScore.estimate",238.732247178563,"estimate"
"12705","TCGA-98-A539-01","ESTIMATEScore.estimate",-157.186505584252,"estimate"
"12706","TCGA-98-A53A-01","StromalScore.estimate",-1286.68464935782,"estimate"
"12707","TCGA-98-A53A-01","ImmuneScore.estimate",-489.193161462208,"estimate"
"12708","TCGA-98-A53A-01","ESTIMATEScore.estimate",-1775.87781082003,"estimate"
"12709","TCGA-98-A53B-01","StromalScore.estimate",-456.375815566693,"estimate"
"12710","TCGA-98-A53B-01","ImmuneScore.estimate",475.298493457224,"estimate"
"12711","TCGA-98-A53B-01","ESTIMATEScore.estimate",18.9226778905308,"estimate"
"12712","TCGA-98-A53C-01","StromalScore.estimate",1295.60912220262,"estimate"
"12713","TCGA-98-A53C-01","ImmuneScore.estimate",2351.99061235051,"estimate"
"12714","TCGA-98-A53C-01","ESTIMATEScore.estimate",3647.59973455313,"estimate"
"12715","TCGA-98-A53D-01","StromalScore.estimate",1260.65900966828,"estimate"
"12716","TCGA-98-A53D-01","ImmuneScore.estimate",1723.42857219233,"estimate"
"12717","TCGA-98-A53D-01","ESTIMATEScore.estimate",2984.08758186061,"estimate"
"12718","TCGA-98-A53H-01","StromalScore.estimate",1053.19201520305,"estimate"
"12719","TCGA-98-A53H-01","ImmuneScore.estimate",1720.49698171559,"estimate"
"12720","TCGA-98-A53H-01","ESTIMATEScore.estimate",2773.68899691864,"estimate"
"12721","TCGA-98-A53I-01","StromalScore.estimate",-210.974540571953,"estimate"
"12722","TCGA-98-A53I-01","ImmuneScore.estimate",1090.11319441076,"estimate"
"12723","TCGA-98-A53I-01","ESTIMATEScore.estimate",879.138653838807,"estimate"
"12724","TCGA-98-A53J-01","StromalScore.estimate",-1264.10467064536,"estimate"
"12725","TCGA-98-A53J-01","ImmuneScore.estimate",-391.793989808102,"estimate"
"12726","TCGA-98-A53J-01","ESTIMATEScore.estimate",-1655.89866045346,"estimate"
"12727","TCGA-J1-A4AH-01","StromalScore.estimate",-1241.20679524735,"estimate"
"12728","TCGA-J1-A4AH-01","ImmuneScore.estimate",-573.225051606937,"estimate"
"12729","TCGA-J1-A4AH-01","ESTIMATEScore.estimate",-1814.43184685429,"estimate"
"12730","TCGA-L3-A4E7-01","StromalScore.estimate",-511.27341581308,"estimate"
"12731","TCGA-L3-A4E7-01","ImmuneScore.estimate",545.360431899225,"estimate"
"12732","TCGA-L3-A4E7-01","ESTIMATEScore.estimate",34.0870160861451,"estimate"
"12733","TCGA-L3-A524-01","StromalScore.estimate",-697.205558119846,"estimate"
"12734","TCGA-L3-A524-01","ImmuneScore.estimate",-621.686658117797,"estimate"
"12735","TCGA-L3-A524-01","ESTIMATEScore.estimate",-1318.89221623764,"estimate"
"12736","TCGA-LA-A446-01","StromalScore.estimate",-1351.69964402854,"estimate"
"12737","TCGA-LA-A446-01","ImmuneScore.estimate",-244.300647487706,"estimate"
"12738","TCGA-LA-A446-01","ESTIMATEScore.estimate",-1596.00029151624,"estimate"
"12739","TCGA-LA-A7SW-01","StromalScore.estimate",-770.721279695322,"estimate"
"12740","TCGA-LA-A7SW-01","ImmuneScore.estimate",-223.900106004001,"estimate"
"12741","TCGA-LA-A7SW-01","ESTIMATEScore.estimate",-994.621385699324,"estimate"
"12742","TCGA-MF-A522-01","StromalScore.estimate",-1553.67572648035,"estimate"
"12743","TCGA-MF-A522-01","ImmuneScore.estimate",-562.006664653287,"estimate"
"12744","TCGA-MF-A522-01","ESTIMATEScore.estimate",-2115.68239113363,"estimate"
"12745","TCGA-NC-A5HD-01","StromalScore.estimate",-1405.3413165304,"estimate"
"12746","TCGA-NC-A5HD-01","ImmuneScore.estimate",-1055.38273557586,"estimate"
"12747","TCGA-NC-A5HD-01","ESTIMATEScore.estimate",-2460.72405210626,"estimate"
"12748","TCGA-NC-A5HE-01","StromalScore.estimate",147.320087188394,"estimate"
"12749","TCGA-NC-A5HE-01","ImmuneScore.estimate",2397.42812692275,"estimate"
"12750","TCGA-NC-A5HE-01","ESTIMATEScore.estimate",2544.74821411115,"estimate"
"12751","TCGA-NC-A5HF-01","StromalScore.estimate",-1536.30844448436,"estimate"
"12752","TCGA-NC-A5HF-01","ImmuneScore.estimate",-960.593088007049,"estimate"
"12753","TCGA-NC-A5HF-01","ESTIMATEScore.estimate",-2496.90153249141,"estimate"
"12754","TCGA-NC-A5HG-01","StromalScore.estimate",-1624.21915768217,"estimate"
"12755","TCGA-NC-A5HG-01","ImmuneScore.estimate",-576.65961097452,"estimate"
"12756","TCGA-NC-A5HG-01","ESTIMATEScore.estimate",-2200.87876865669,"estimate"
"12757","TCGA-NC-A5HH-01","StromalScore.estimate",-1284.70165819221,"estimate"
"12758","TCGA-NC-A5HH-01","ImmuneScore.estimate",-573.376972540348,"estimate"
"12759","TCGA-NC-A5HH-01","ESTIMATEScore.estimate",-1858.07863073256,"estimate"
"12760","TCGA-NC-A5HI-01","StromalScore.estimate",-1578.55766655239,"estimate"
"12761","TCGA-NC-A5HI-01","ImmuneScore.estimate",-257.365583384104,"estimate"
"12762","TCGA-NC-A5HI-01","ESTIMATEScore.estimate",-1835.9232499365,"estimate"
"12763","TCGA-NC-A5HJ-01","StromalScore.estimate",29.1160505199296,"estimate"
"12764","TCGA-NC-A5HJ-01","ImmuneScore.estimate",1795.30735112998,"estimate"
"12765","TCGA-NC-A5HJ-01","ESTIMATEScore.estimate",1824.42340164991,"estimate"
"12766","TCGA-NC-A5HK-01","StromalScore.estimate",-1431.29226844249,"estimate"
"12767","TCGA-NC-A5HK-01","ImmuneScore.estimate",-120.116176198464,"estimate"
"12768","TCGA-NC-A5HK-01","ESTIMATEScore.estimate",-1551.40844464096,"estimate"
"12769","TCGA-NC-A5HL-01","StromalScore.estimate",-779.286925089005,"estimate"
"12770","TCGA-NC-A5HL-01","ImmuneScore.estimate",863.005733789784,"estimate"
"12771","TCGA-NC-A5HL-01","ESTIMATEScore.estimate",83.7188087007788,"estimate"
"12772","TCGA-NC-A5HM-01","StromalScore.estimate",-1440.03053096188,"estimate"
"12773","TCGA-NC-A5HM-01","ImmuneScore.estimate",107.641052188473,"estimate"
"12774","TCGA-NC-A5HM-01","ESTIMATEScore.estimate",-1332.38947877341,"estimate"
"12775","TCGA-NC-A5HN-01","StromalScore.estimate",-1489.26679764101,"estimate"
"12776","TCGA-NC-A5HN-01","ImmuneScore.estimate",-631.195638064422,"estimate"
"12777","TCGA-NC-A5HN-01","ESTIMATEScore.estimate",-2120.46243570544,"estimate"
"12778","TCGA-NC-A5HO-01","StromalScore.estimate",-1172.84002713375,"estimate"
"12779","TCGA-NC-A5HO-01","ImmuneScore.estimate",33.5609096546427,"estimate"
"12780","TCGA-NC-A5HO-01","ESTIMATEScore.estimate",-1139.27911747911,"estimate"
"12781","TCGA-NC-A5HP-01","StromalScore.estimate",21.080006259322,"estimate"
"12782","TCGA-NC-A5HP-01","ImmuneScore.estimate",-521.891466730584,"estimate"
"12783","TCGA-NC-A5HP-01","ESTIMATEScore.estimate",-500.811460471262,"estimate"
"12784","TCGA-NC-A5HQ-01","StromalScore.estimate",-1061.21940626048,"estimate"
"12785","TCGA-NC-A5HQ-01","ImmuneScore.estimate",593.025501130388,"estimate"
"12786","TCGA-NC-A5HQ-01","ESTIMATEScore.estimate",-468.193905130093,"estimate"
"12787","TCGA-NC-A5HR-01","StromalScore.estimate",-1416.17856668666,"estimate"
"12788","TCGA-NC-A5HR-01","ImmuneScore.estimate",-425.884648846561,"estimate"
"12789","TCGA-NC-A5HR-01","ESTIMATEScore.estimate",-1842.06321553322,"estimate"
"12790","TCGA-NC-A5HT-01","StromalScore.estimate",-1210.70866285536,"estimate"
"12791","TCGA-NC-A5HT-01","ImmuneScore.estimate",-1296.25876176427,"estimate"
"12792","TCGA-NC-A5HT-01","ESTIMATEScore.estimate",-2506.96742461963,"estimate"
"12793","TCGA-NK-A5CR-01","StromalScore.estimate",-1431.26411472569,"estimate"
"12794","TCGA-NK-A5CR-01","ImmuneScore.estimate",-845.965545877991,"estimate"
"12795","TCGA-NK-A5CR-01","ESTIMATEScore.estimate",-2277.22966060369,"estimate"
"12796","TCGA-NK-A5CT-01","StromalScore.estimate",-1418.33663766532,"estimate"
"12797","TCGA-NK-A5CT-01","ImmuneScore.estimate",94.4687021726652,"estimate"
"12798","TCGA-NK-A5CT-01","ESTIMATEScore.estimate",-1323.86793549266,"estimate"
"12799","TCGA-NK-A5CX-01","StromalScore.estimate",-39.8461367313989,"estimate"
"12800","TCGA-NK-A5CX-01","ImmuneScore.estimate",680.459196064327,"estimate"
"12801","TCGA-NK-A5CX-01","ESTIMATEScore.estimate",640.613059332928,"estimate"
"12802","TCGA-NK-A5D1-01","StromalScore.estimate",-1409.95065945237,"estimate"
"12803","TCGA-NK-A5D1-01","ImmuneScore.estimate",-813.372399398454,"estimate"
"12804","TCGA-NK-A5D1-01","ESTIMATEScore.estimate",-2223.32305885083,"estimate"
"12805","TCGA-NK-A7XE-01","StromalScore.estimate",-1626.00667225277,"estimate"
"12806","TCGA-NK-A7XE-01","ImmuneScore.estimate",-125.300844461173,"estimate"
"12807","TCGA-NK-A7XE-01","ESTIMATEScore.estimate",-1751.30751671394,"estimate"
"12808","TCGA-O2-A52N-01","StromalScore.estimate",-630.639412584257,"estimate"
"12809","TCGA-O2-A52N-01","ImmuneScore.estimate",389.729185606758,"estimate"
"12810","TCGA-O2-A52N-01","ESTIMATEScore.estimate",-240.910226977499,"estimate"
"12811","TCGA-O2-A52Q-01","StromalScore.estimate",91.9546904639354,"estimate"
"12812","TCGA-O2-A52Q-01","ImmuneScore.estimate",1762.36272948018,"estimate"
"12813","TCGA-O2-A52Q-01","ESTIMATEScore.estimate",1854.31741994412,"estimate"
"12814","TCGA-O2-A52S-01","StromalScore.estimate",-975.401724920501,"estimate"
"12815","TCGA-O2-A52S-01","ImmuneScore.estimate",420.727441480241,"estimate"
"12816","TCGA-O2-A52S-01","ESTIMATEScore.estimate",-554.67428344026,"estimate"
"12817","TCGA-O2-A52V-01","StromalScore.estimate",-339.473598088943,"estimate"
"12818","TCGA-O2-A52V-01","ImmuneScore.estimate",451.028298138179,"estimate"
"12819","TCGA-O2-A52V-01","ESTIMATEScore.estimate",111.554700049235,"estimate"
"12820","TCGA-O2-A52W-01","StromalScore.estimate",-1362.38220404008,"estimate"
"12821","TCGA-O2-A52W-01","ImmuneScore.estimate",-169.563096157767,"estimate"
"12822","TCGA-O2-A52W-01","ESTIMATEScore.estimate",-1531.94530019785,"estimate"
"12823","TCGA-O2-A5IB-01","StromalScore.estimate",-1567.9892332231,"estimate"
"12824","TCGA-O2-A5IB-01","ImmuneScore.estimate",-1311.6398147212,"estimate"
"12825","TCGA-O2-A5IB-01","ESTIMATEScore.estimate",-2879.6290479443,"estimate"
"12826","TCGA-XC-AA0X-01","StromalScore.estimate",-138.692064177437,"estimate"
"12827","TCGA-XC-AA0X-01","ImmuneScore.estimate",1099.21026811177,"estimate"
"12828","TCGA-XC-AA0X-01","ESTIMATEScore.estimate",960.518203934338,"estimate"
"12829","TCGA-AF-2687-01","StromalScore.estimate",980.065706898346,"estimate"
"12830","TCGA-AF-2687-01","ImmuneScore.estimate",708.314939722293,"estimate"
"12831","TCGA-AF-2687-01","ESTIMATEScore.estimate",1688.38064662064,"estimate"
"12832","TCGA-AF-2689-11","StromalScore.estimate",40.1366707181582,"estimate"
"12833","TCGA-AF-2689-11","ImmuneScore.estimate",903.122341965061,"estimate"
"12834","TCGA-AF-2689-11","ESTIMATEScore.estimate",943.259012683219,"estimate"
"12835","TCGA-AF-2690-01","StromalScore.estimate",1448.50336176613,"estimate"
"12836","TCGA-AF-2690-01","ImmuneScore.estimate",1562.98074882491,"estimate"
"12837","TCGA-AF-2690-01","ESTIMATEScore.estimate",3011.48411059104,"estimate"
"12838","TCGA-AF-2691-11","StromalScore.estimate",-61.0460269303265,"estimate"
"12839","TCGA-AF-2691-11","ImmuneScore.estimate",688.370052621603,"estimate"
"12840","TCGA-AF-2691-11","ESTIMATEScore.estimate",627.324025691277,"estimate"
"12841","TCGA-AF-2692-11","StromalScore.estimate",388.163451407317,"estimate"
"12842","TCGA-AF-2692-11","ImmuneScore.estimate",518.49257655727,"estimate"
"12843","TCGA-AF-2692-11","ESTIMATEScore.estimate",906.656027964587,"estimate"
"12844","TCGA-AF-2693-01","StromalScore.estimate",-677.796028305574,"estimate"
"12845","TCGA-AF-2693-01","ImmuneScore.estimate",43.6464296010438,"estimate"
"12846","TCGA-AF-2693-01","ESTIMATEScore.estimate",-634.14959870453,"estimate"
"12847","TCGA-AF-3400-11","StromalScore.estimate",-956.830673978563,"estimate"
"12848","TCGA-AF-3400-11","ImmuneScore.estimate",-223.31342798574,"estimate"
"12849","TCGA-AF-3400-11","ESTIMATEScore.estimate",-1180.1441019643,"estimate"
"12850","TCGA-AF-3911-01","StromalScore.estimate",-517.947495328826,"estimate"
"12851","TCGA-AF-3911-01","ImmuneScore.estimate",-251.813352148754,"estimate"
"12852","TCGA-AF-3911-01","ESTIMATEScore.estimate",-769.76084747758,"estimate"
"12853","TCGA-AF-4110-01","StromalScore.estimate",-109.491660848686,"estimate"
"12854","TCGA-AF-4110-01","ImmuneScore.estimate",565.990490902718,"estimate"
"12855","TCGA-AF-4110-01","ESTIMATEScore.estimate",456.498830054031,"estimate"
"12856","TCGA-AF-5654-01","StromalScore.estimate",-1430.34947136917,"estimate"
"12857","TCGA-AF-5654-01","ImmuneScore.estimate",-835.92141984171,"estimate"
"12858","TCGA-AF-5654-01","ESTIMATEScore.estimate",-2266.27089121088,"estimate"
"12859","TCGA-AF-5654-11","StromalScore.estimate",-814.865197331129,"estimate"
"12860","TCGA-AF-5654-11","ImmuneScore.estimate",-150.207701558613,"estimate"
"12861","TCGA-AF-5654-11","ESTIMATEScore.estimate",-965.072898889742,"estimate"
"12862","TCGA-AF-6136-01","StromalScore.estimate",-1066.24818858442,"estimate"
"12863","TCGA-AF-6136-01","ImmuneScore.estimate",-414.995527592657,"estimate"
"12864","TCGA-AF-6136-01","ESTIMATEScore.estimate",-1481.24371617708,"estimate"
"12865","TCGA-AF-6655-01","StromalScore.estimate",-5.7439672549206,"estimate"
"12866","TCGA-AF-6655-01","ImmuneScore.estimate",-341.549565013339,"estimate"
"12867","TCGA-AF-6655-01","ESTIMATEScore.estimate",-347.293532268259,"estimate"
"12868","TCGA-AF-6672-01","StromalScore.estimate",-1308.05981021176,"estimate"
"12869","TCGA-AF-6672-01","ImmuneScore.estimate",-492.787103340932,"estimate"
"12870","TCGA-AF-6672-01","ESTIMATEScore.estimate",-1800.8469135527,"estimate"
"12871","TCGA-AF-A56K-01","StromalScore.estimate",2.6333369566352,"estimate"
"12872","TCGA-AF-A56K-01","ImmuneScore.estimate",14.9545876010308,"estimate"
"12873","TCGA-AF-A56K-01","ESTIMATEScore.estimate",17.587924557666,"estimate"
"12874","TCGA-AF-A56L-01","StromalScore.estimate",-739.283119419106,"estimate"
"12875","TCGA-AF-A56L-01","ImmuneScore.estimate",-591.723487046964,"estimate"
"12876","TCGA-AF-A56L-01","ESTIMATEScore.estimate",-1331.00660646607,"estimate"
"12877","TCGA-AF-A56N-01","StromalScore.estimate",-507.378359580574,"estimate"
"12878","TCGA-AF-A56N-01","ImmuneScore.estimate",-477.636480617718,"estimate"
"12879","TCGA-AF-A56N-01","ESTIMATEScore.estimate",-985.014840198292,"estimate"
"12880","TCGA-AG-3591-01","StromalScore.estimate",-1296.26863974781,"estimate"
"12881","TCGA-AG-3591-01","ImmuneScore.estimate",-240.598196242794,"estimate"
"12882","TCGA-AG-3591-01","ESTIMATEScore.estimate",-1536.8668359906,"estimate"
"12883","TCGA-AG-3592-01","StromalScore.estimate",-758.267749975723,"estimate"
"12884","TCGA-AG-3592-01","ImmuneScore.estimate",-218.120965441436,"estimate"
"12885","TCGA-AG-3592-01","ESTIMATEScore.estimate",-976.388715417159,"estimate"
"12886","TCGA-AG-3725-01","StromalScore.estimate",-1469.01527552815,"estimate"
"12887","TCGA-AG-3725-01","ImmuneScore.estimate",-321.056147526927,"estimate"
"12888","TCGA-AG-3725-01","ESTIMATEScore.estimate",-1790.07142305508,"estimate"
"12889","TCGA-AG-3725-11","StromalScore.estimate",-151.308614089392,"estimate"
"12890","TCGA-AG-3725-11","ImmuneScore.estimate",881.469263410922,"estimate"
"12891","TCGA-AG-3725-11","ESTIMATEScore.estimate",730.16064932153,"estimate"
"12892","TCGA-AG-3731-01","StromalScore.estimate",571.646109320925,"estimate"
"12893","TCGA-AG-3731-01","ImmuneScore.estimate",794.808555906909,"estimate"
"12894","TCGA-AG-3731-01","ESTIMATEScore.estimate",1366.45466522783,"estimate"
"12895","TCGA-AG-3731-11","StromalScore.estimate",249.244399550239,"estimate"
"12896","TCGA-AG-3731-11","ImmuneScore.estimate",999.154043561648,"estimate"
"12897","TCGA-AG-3731-11","ESTIMATEScore.estimate",1248.39844311189,"estimate"
"12898","TCGA-AG-3732-01","StromalScore.estimate",-954.565487747566,"estimate"
"12899","TCGA-AG-3732-01","ImmuneScore.estimate",447.895495133555,"estimate"
"12900","TCGA-AG-3732-01","ESTIMATEScore.estimate",-506.669992614011,"estimate"
"12901","TCGA-AG-3732-11","StromalScore.estimate",579.172046983696,"estimate"
"12902","TCGA-AG-3732-11","ImmuneScore.estimate",150.841051681174,"estimate"
"12903","TCGA-AG-3732-11","ESTIMATEScore.estimate",730.01309866487,"estimate"
"12904","TCGA-AG-3742-01","StromalScore.estimate",-564.914893930321,"estimate"
"12905","TCGA-AG-3742-01","ImmuneScore.estimate",-594.770401107637,"estimate"
"12906","TCGA-AG-3742-01","ESTIMATEScore.estimate",-1159.68529503796,"estimate"
"12907","TCGA-AG-3742-11","StromalScore.estimate",271.030088133154,"estimate"
"12908","TCGA-AG-3742-11","ImmuneScore.estimate",622.047169281504,"estimate"
"12909","TCGA-AG-3742-11","ESTIMATEScore.estimate",893.077257414658,"estimate"
"12910","TCGA-AG-3902-01","StromalScore.estimate",-905.724774425444,"estimate"
"12911","TCGA-AG-3902-01","ImmuneScore.estimate",714.908056559744,"estimate"
"12912","TCGA-AG-3902-01","ESTIMATEScore.estimate",-190.8167178657,"estimate"
"12913","TCGA-AG-4021-01","StromalScore.estimate",-161.848913286301,"estimate"
"12914","TCGA-AG-4021-01","ImmuneScore.estimate",-431.871834354995,"estimate"
"12915","TCGA-AG-4021-01","ESTIMATEScore.estimate",-593.720747641296,"estimate"
"12916","TCGA-AG-4022-01","StromalScore.estimate",-93.2331666335996,"estimate"
"12917","TCGA-AG-4022-01","ImmuneScore.estimate",257.214826250713,"estimate"
"12918","TCGA-AG-4022-01","ESTIMATEScore.estimate",163.981659617114,"estimate"
"12919","TCGA-AH-6544-01","StromalScore.estimate",-1877.0499526093,"estimate"
"12920","TCGA-AH-6544-01","ImmuneScore.estimate",-973.691969658161,"estimate"
"12921","TCGA-AH-6544-01","ESTIMATEScore.estimate",-2850.74192226746,"estimate"
"12922","TCGA-AH-6547-01","StromalScore.estimate",218.824342904315,"estimate"
"12923","TCGA-AH-6547-01","ImmuneScore.estimate",1186.58040666795,"estimate"
"12924","TCGA-AH-6547-01","ESTIMATEScore.estimate",1405.40474957227,"estimate"
"12925","TCGA-AH-6549-01","StromalScore.estimate",-393.634071664411,"estimate"
"12926","TCGA-AH-6549-01","ImmuneScore.estimate",-320.397627974506,"estimate"
"12927","TCGA-AH-6549-01","ESTIMATEScore.estimate",-714.031699638917,"estimate"
"12928","TCGA-AH-6643-01","StromalScore.estimate",-917.230779961838,"estimate"
"12929","TCGA-AH-6643-01","ImmuneScore.estimate",-463.069632667253,"estimate"
"12930","TCGA-AH-6643-01","ESTIMATEScore.estimate",-1380.30041262909,"estimate"
"12931","TCGA-AH-6643-11","StromalScore.estimate",30.3015890857111,"estimate"
"12932","TCGA-AH-6643-11","ImmuneScore.estimate",1262.87871116081,"estimate"
"12933","TCGA-AH-6643-11","ESTIMATEScore.estimate",1293.18030024652,"estimate"
"12934","TCGA-AH-6644-01","StromalScore.estimate",91.9838887151978,"estimate"
"12935","TCGA-AH-6644-01","ImmuneScore.estimate",-68.2990497694152,"estimate"
"12936","TCGA-AH-6644-01","ESTIMATEScore.estimate",23.6848389457827,"estimate"
"12937","TCGA-AH-6897-01","StromalScore.estimate",-1553.55252580524,"estimate"
